2021-03-31T19:15:09.822674,FewClouds,0.07477490715085297
2021-03-31T19:15:14.814142,Thunderstorm,9.34686339385662E-4
2021-03-31T19:15:19.801877,Rain,0.018693726787713243
2021-03-31T19:15:24.801474,Thunderstorm,9.34686339385662E-4
2021-03-31T19:15:29.802907,ScatteredClouds,0.037387453575426485
2021-03-31T19:15:34.779134,FewClouds,0.07477490715085297
2021-03-31T19:15:39.785191,FewClouds,0.07477490715085297
2021-03-31T19:15:44.774901,Rain,0.018693726787713243
2021-03-31T19:15:49.782163,FewClouds,0.07477490715085297
2021-03-31T19:15:54.787323,ScatteredClouds,0.037387453575426485
2021-03-31T19:15:59.768867,FewClouds,0.07477490715085297
2021-03-31T19:16:04.775158,ScatteredClouds,0.037387453575426485
2021-03-31T19:16:09.769114,ShowerRain,0.009346863393856621
2021-03-31T19:16:14.768901,ShowerRain,0.009346863393856621
2021-03-31T19:16:19.785771,Thunderstorm,9.34686339385662E-4
2021-03-31T19:16:24.785216,Snow,0.037387453575426485
2021-03-31T19:16:29.772901,BrokenClouds,0.02804059018156986
2021-03-31T19:16:34.807748,Snow,0.037387453575426485
2021-03-31T19:16:39.794160,Snow,0.037387453575426485
2021-03-31T19:16:44.787913,ShowerRain,0.009346863393856621
2021-03-31T19:16:49.782065,ClearSky,0.09346863393856619
2021-03-31T19:16:54.779794,Snow,0.037387453575426485
2021-03-31T19:16:59.813920,ShowerRain,0.009346863393856621
2021-03-31T19:17:04.786593,Thunderstorm,9.34686339385662E-4
2021-03-31T19:17:09.790195,ScatteredClouds,0.037387453575426485
2021-03-31T19:17:14.777736,BrokenClouds,0.02804059018156986
2021-03-31T19:17:19.768107,Snow,0.037387453575426485
2021-03-31T19:17:24.776141,Snow,0.037387453575426485
2021-03-31T19:17:29.772280,ClearSky,0.09346863393856619
2021-03-31T19:17:34.779115,FewClouds,0.07477490715085297
2021-03-31T19:17:39.780102,Mist,0.004673431696928311
2021-03-31T19:17:44.778949,Thunderstorm,9.34686339385662E-4
2021-03-31T19:17:49.778111,BrokenClouds,0.02804059018156986
2021-03-31T19:17:54.774308,Mist,0.004673431696928311
2021-03-31T19:17:59.782791,Rain,0.018693726787713243
