2021-05-09T21:30,ClearSky,0.0
2021-05-09T22:00,ClearSky,0.0
2021-05-09T22:30,ClearSky,0.0
2021-05-09T23:00,ClearSky,0.0
2021-05-09T23:30,ClearSky,0.0
2021-05-10T00:00,ClearSky,0.0
2021-05-10T00:30,ClearSky,0.0
2021-05-10T01:00,ClearSky,0.0
2021-05-10T01:30,ClearSky,0.0
2021-05-10T02:00,ClearSky,0.0
2021-05-10T02:30,ClearSky,0.0
2021-05-10T03:00,ClearSky,0.0
2021-05-10T03:30,ClearSky,0.0
2021-05-10T04:00,ClearSky,0.0
2021-05-10T04:30,ClearSky,0.0
2021-05-10T05:00,ClearSky,0.814488707737737
2021-05-10T05:30,ClearSky,0.7412360627211901
2021-05-10T06:00,ClearSky,0.8498013754952052
2021-05-10T06:30,ClearSky,0.9098951804995203
2021-05-10T07:00,ClearSky,8.327466134731484
2021-05-10T07:30,ClearSky,8.466577023098255
2021-05-10T08:00,ClearSky,21.484048685517376
2021-05-10T08:30,ClearSky,18.346892107079462
2021-05-10T09:00,ClearSky,38.90354475531085
2021-05-10T09:30,ClearSky,38.26938649168434
2021-05-10T10:00,ClearSky,50.4920585324433
2021-05-10T10:30,ClearSky,46.22099880999422
2021-05-10T11:00,ClearSky,61.62612013949276
2021-05-10T11:30,ClearSky,63.215962218968535
2021-05-10T12:00,ClearSky,76.97142399281543
2021-05-10T12:30,ClearSky,74.58601859556205
2021-05-10T13:00,ClearSky,78.66087277477222
